code,name,section,enabled,surgical,min_quantity,max_quantity,diagnosis_required,sex,scope,stay,coverage,odontology,priority
034326,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL LUMBAR HASTA DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034327,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL LUMBAR MAS DE DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034328,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL LUMBAR MAS DE DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034329,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL LUMBAR MAS DE DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034330,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL SACRO VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034331,RESECCION DE TUMOR O LESION INTRARAQUIDEO INTRADURAL SACRO VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034400,RESECCION DE TUMORES INTRADURALES INTRAMEDULARES SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
034401,RESECCION DE TUMOR INTRADURAL INTRAMEDULAR VIA ANTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
034402,RESECCION DE TUMOR INTRADURAL INTRAMEDULAR VIA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
034403,RESECCION DE TUMOR INTRADURAL INTRAMEDULAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034404,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR C1 C2 VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034405,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR C1 C2 VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034406,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034407,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034408,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034409,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL MAS DE DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034410,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL MAS DE DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034411,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR SUBAXIAL MAS DE DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034412,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO HASTA DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034413,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO HASTA DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034414,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO HASTA DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034415,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034416,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034417,RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034418,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034419,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034420,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034421,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034422,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034423,RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034424,RESECCION DE TUMOR O LESION MULTIRADICULAR SACRO VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
034425,RESECCION DE TUMOR O LESION MULTIRADICULAR SACRO VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
035100,CORRECCION DE MALFORMACIONES DE MEDULA ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035101,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON INSTRUMENTACION VIA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035102,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON MIELOTOMIA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035103,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON DESCOMPRESION VIA ANTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035104,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON FUSION OSEA E INJERTO AUTOLOGO O HETEROLOGO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035105,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON RESECCION DE TABIQUE OSEO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035106,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON SECCION DE FILUM TERMINALIS,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035107,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON RESECCION DE CELE DUROPLASTIA Y PLASTIA DE PIEL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
035108,CIERRE O LIGADURA DE COMUNICACION PERSISTENTE ENTRE PIEL Y MEDULA ESPINAL [SENO DERMICO],SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035109,CORRECCION DE MALFORMACION DE MEDULA ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
035110,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON INSTRUMENTACION VIA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
035200,CORRECCION DE ANOMALIAS DE MEDULA ESPINAL EN UNION CRANEOCERVICAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035201,CORRECCION DE ANOMALIA DE MEDULA ESPINAL EN UNION CRANEOCERVICAL POR CRANIECTOMIA SUBOCCIPITAL CON LAMINECTOMIA Y DUROPLASTIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035202,CORRECCION DE ANOMALIA DE MEDULA ESPINAL EN UNION CRANEOCERVICAL POR CRANIECTOMIA SUBOCCIPITAL CON LAMINECTOMIA C1-C2 Y DUROPLASTIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035203,CORRECCION DE ANOMALIA DE MEDULA ESPINAL EN UNION CRANEOCERVICAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035400,REPARACION DE MENINGE ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035401,PLASTIA O INJERTO DE MENINGE ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035402,ESQUIRLECTOMIA CON PLASTIA O INJERTO DE MENINGE ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035403,REPARACION DE MENINGE ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035500,REPARACION DE FISTULA ESPINAL DE LIQUIDO CEFALORRAQUIDEO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
035501,REPARACION DE FISTULA ESPINAL DE LIQUIDO CEFALORRAQUIDEO (DUROPLASTIA ESPINAL),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
036100,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL Y RAICES DE NERVIOS ESPINALES SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
036101,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL O RAICES DE NERVIOS ESPINALES VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
036102,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL O RAICES DE NERVIOS ESPINALES VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
036103,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL O RAICES DE NERVIOS ESPINALES VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
037100,DERIVACION SIRINGO PERITONEAL ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037101,DERIVACION SIRINGO PERITONEAL O RETROPERITONEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037200,DERIVACION SIRINGO SUBDURAL ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037201,DERIVACION SIRINGO SUBDURAL ESPINAL VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037202,DERIVACION SIRINGO SUBDURAL ESPINAL VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037300,DERIVACION LUMBO PERITONEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037301,DERIVACION LUMBO PERITONEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
037302,DERIVACION LUMBO RETROPERITONEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
037400,DERIVACION LUMBAR EXTERNA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037401,DERIVACION Y DRENAJE LUMBAR EXTERNA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037500,DERIVACION SIRINGO PLEURAL ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
037501,DERIVACION SIRINGO PLEURAL ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
038100,INYECCIONES NEUROLITICAS SUBARACNOIDEAS SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
038101,INYECCIONES NEUROLITICAS SUBARACNOIDEAS,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,,,,0,0
038200,NEUROLISIS DE RAICES ESPINALES SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
038201,NEUROLISIS DE RAICES ESPINALES,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,,,,0,0
039000,INSERCION DE CATETER EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALEATIVA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039001,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039002,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL CON PUERTA DE ENTRADA IMPLANTABLE PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039003,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039004,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL CON PUERTA DE ENTRADA IMPLANTABLE PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039005,INSERCION DE CATETER EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039100,INYECCION DE ANESTESICO EN EL CANAL ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039101,INYECCION DE ANESTESICO EN EL CANAL ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039102,INYECCION DE OTRA SUSTANCIA TERAPEUTICA EN EL CANAL ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039201,NEUROLISIS DEL GANGLIO DE GASSER O ESFENOPALATINO POR RADIOFRECUENCIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039202,NEUROLISIS DE CADENA SIMPATICA POR RADIOFRECUENCIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039203,NEUROLISIS DE NERVIOS ESPINALES POR RADIOFRECUENCIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039204,NEUROLISIS DE NERVIOS PERIFERICOS POR RADIOFRECUENCIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039301,IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL INTRADURAL POR LAMINECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039302,IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039303,IMPLANTACION DE NEUROESTIMULADOR ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039304,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAMINECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039305,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAPAROSCOPIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039306,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039307,IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA ABIERTA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039308,IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAMINECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039309,IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA PERCUTANEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039310,IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAPAROSCOPIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039400,RETIRO DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039401,RETIRO DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
039500,PARCHE HEMATICO EPIDURAL EN CANAL ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039501,PARCHE HEMATICO EPIDURAL EN CANAL ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,,,,0,0
039601,REPROGRAMACION DE ESTIMULADOR ELECTRICO NO CARDIACO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039700,REEMPLAZO IRRIGACION O REVISION DE DERIVACION ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039701,"REEMPLAZO, IRRIGACION O REVISION DE DERIVACION ESPINAL",SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,,,0,0
039800,RETIRO DE DERIVACION ESPINAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
039801,RETIRO DE DERIVACION ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,,,0,0
039901,REVISION DE ELECTRODOS O RECEPTORES DE NEUROESTIMULACION ESPINAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040001,RESECCION DE LESION DE NERVIO DEL CONDUCTO AUDITIVO INTERNO VIA RETROLABERINTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040002,RESECCION DE LESION DE NERVIO DEL CONDUCTO AUDITIVO INTERNO VIA FOSA MEDIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040003,RESECCION DE LESION DE NERVIO DEL CONDUCTO AUDITIVO INTERNO VIA SUBOCCIPITAL O RETROSIGMOIDEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040004,RESECCION DE LESION DE NERVIO DEL CONDUCTO AUDITIVO INTERNO VIA TRANSLABERINTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040005,RESECCION DE LESION DE NERVIO DEL CONDUCTO AUDITIVO INTERNO VIA TRANSOTICA O TRANSCOCLEAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040100,ESCISION DE NEUROMA ACUSTICO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040101,ESCISION DE NEUROMA ACUSTICO VIA SUBOCCIPITAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040102,ESCISION DE NEUROMA ACUSTICO VIA RETROSIGMOIDEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040103,ESCISION DE NEUROMA ACUSTICO VIA TRANSLABERINTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040104,ESCISION DE NEUROMA ACUSTICO VIA TRANSOTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040105,ESCISION DE NEUROMA ACUSTICO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040200,SECCION DE NERVIO TRIGEMINO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040201,SECCION DE NERVIO TRIGEMINO POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040300,SECCION DE OTRO NERVIO CRANEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040301,SECCION DE NERVIO LARINGEO RECURRENTE,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040302,SECCION DE OTRO NERVIO CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
040500,GANGLIONECTOMIA DE GASER SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040501,GANGLIONECTOMIA DE GASSER,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,,,0,0
040601,IMPLANTACION DE NEUROESTIMULADOR DE NERVIO VAGO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040602,IMPLANTACION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040603,IMPLANTACION DE NEUROESTIMULADOR DE NERVIO PERIFERICO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040604,SUSTITUCION DE NEUROESTIMULADOR DE NERVIO VAGO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040605,SUSTITUCION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040606,RETIRO DE NEUROESTIMULADOR DE NERVIO VAGO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040607,RETIRO DE NEUROESTIMULADOR DE OTROS NERVIOS CRANEALES,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040608,RETIRO DE NEUROESTIMULADOR NERVIOS PERIFERICOS,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040609,COLOCACION DE ELECTRODO TRANSITORIO PARA ESTIMULACION DE NERVIO PERIFERICO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040700,ESCISION O RESECCION DE NERVIOS CRANEALES O PERIFERICOS SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
040701,RESECCION DE TUMOR PRIMARIO DEL NERVIO OPTICO POR CRANEOTOMIA SUBFRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
