code,name,section,enabled,surgical,min_quantity,max_quantity,diagnosis_required,sex,scope,stay,coverage,odontology,priority
010100,PUNCION CISTERNAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010101,PUNCION CISTERNAL VIA LATERAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010102,PUNCION CISTERNAL VIA MEDIAL,SECCIO4R 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010103,PUNCION CISTERNAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010200,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010201,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010202,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR POR TREPANACION (SIN CATETER),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010203,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE UN RESERVORIO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010204,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR VIA TRANSFONTANELAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010205,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010900,OTRA PUNCION CRANEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010901,PUNCION SUBDURAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
010902,OTRA PUNCION CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011100,BIOPSIA DE CRANEO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011101,BIOPSIA OSEA EN CRANEO POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011102,BIOPSIA OSEA EN CRANEO POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011103,BIOPSIA DE CRANEO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
011200,BIOPSIA DE MENINGE CEREBRAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011201,BIOPSIA DE MENINGE POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011202,BIOPSIA DE MENINGE CEREBRAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
011300,BIOPSIA DE CEREBRO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011301,BIOPSIA CERRADA [PERCUTANEA] [AGUJA] DE CEREBRO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011302,BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011303,BIOPSIA DE CEREBRO POR TREPANACION,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011304,BIOPSIA ESTEREOTAXICA DE CEREBRO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011305,BIOPSIA DE CEREBRO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
011306,BIOPSIA DE CEREBRO SUPERFICIAL POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
011307,BIOPSIA DE CEREBRO PROFUNDA POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
012100,INCISION Y DRENAJE DE SENO FRONTAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012101,CRANEALIZACION DE SENO FRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012102,INCISION Y DRENAJE DE SENO FRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
012103,DESFUNCIONALIZACION DE SENO FRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012200,EXTRACCION DE NEUROESTIMULADOR INTRACRANEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012201,RETIRO O SUSTITUCION DE ELECTRODO CRANEAL PROFUNDO O INTRAPARENQUIMATOSO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012202,RETIRO O SUSTITUCION DE ELECTRODO EPIDURAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012203,RETIRO O SUSTITUCION DE ELECTRODO SUBDURAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012204,RETIRO O SUSTITUCION DE ELECTRODO A NERVIO CRANEAL O PERIFERICO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012205,RETIRO O SUSTITUCION DE NEUROESTIMULADOR INTRACRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012206,REVISION DE ELECTRODO CRANEAL PROFUNDO O INTRAPARENQUIMATOSO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012207,REVISION DE ELECTRODO EPIDURAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012208,REVISION DE ELECTRODO SUBDURAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012209,REVISION DE ELECTRODO A NERVIO CRANEAL O PERIFERICO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012210,REVISION DE NEUROESTIMULADOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012300,REAPERTURA DE CRANEOTOMIA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012301,REAPERTURA DE CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,,,,0,0
012400,CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012401,DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012402,DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012403,CRANEOTOMIA (DESCOMPRESIVA O EXPLORATORIA),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
012410,EXTRACCION DE CUERPO EXTRANO INTRACRANEAL POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012500,CRANIECTOMIA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012501,SECUESTRECTOMIA DE CRANEO POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012502,DRENAJE DE COLECCION EPIDURAL SUPRATENTORIAL POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012503,DRENAJE DE COLECCION EPIDURAL FOSA POSTERIOR POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012504,CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012505,CRANIECTOMIA DESCOMPRESIVA BIFRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012506,CRANIECTOMIA DESCOMPRESIVA HEMISFERICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
012507,CRANIECTOMIA DESCOMPRESIVA EN FOSA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013100,INCISION DE MENINGES CEREBRALES SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013101,DRENAJE DE ESPACIO SUBDURAL POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013102,DRENAJE DE ESPACIO SUBDURAL POR TREPANACION,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013103,DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013104,DRENAJE DE ESPACIO SUBDURAL POR DRENAJE EXTERNO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013105,DRENAJE DE ESPACIO SUBARACNOIDEO POR DERIVACION CISTO PERITONEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013106,DRENAJE DE ESPACIO SUBDURAL POR DERIVACION SUBDURO PERITONEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013107,INCISION DE MENINGES CEREBRALES,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013110,DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013200,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013201,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) POR ABLACION [TERMOLESION] ESTEREOTAXICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013202,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013203,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
013204,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013205,SECCION DEL CUERPO CALLOSO SEGMENTO ANTERIOR (CALLOSOTOMIA) POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013206,SECCION DEL CUERPO CALLOSO SEGMENTO ANTERIOR (CALLOSOTOMIA) VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013207,SECCION DEL CUERPO CALLOSO SEGMENTO POSTERIOR (CALLOSOTOMIA) POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013208,SECCION DEL CUERPO CALLOSO SEGMENTO POSTERIOR (CALLOSOTOMIA) VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013209,SECCION COMPLETA DEL CUERPO CALLOSO (CALLOSOTOMIA) POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013210,SECCION COMPLETA DEL CUERPO CALLOSO (CALLOSOTOMIA) VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013211,AMIGDALOHIPOCAMPECTOMIA SELECTIVA (TRACTO CEREBRAL) POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013212,AMIGDALOHIPOCAMPECTOMIA SELECTIVA (TRACTO CEREBRAL) CON ABLACION,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013213,AMIGDALOHIPOCAMPECTOMIA SUPRASELECTIVA (TRACTO CEREBRAL) VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013214,TRACTOTOMIA LOBAR POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013215,TRACTOTOMIA LOBAR VIA ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013216,CINGULOTOMIA ESTEREOTACTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013217,CINGULOTOMIA POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013218,CINGULOTOMIA CON ABLACION,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
013219,TRACTOTOMIA MESENCEFALICA U OTRA LESION DE TALLO CEREBRAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
014100,TALAMOTOMIA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014101,TALAMOTOMIA POR ESTEREOTAXIA (ESTIMULACION Y/O ABLACION DE UNO DE SUS NUCLEOS),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014102,TALAMOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014103,TALAMOTOMIA POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
014200,PALIDOTOMIA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014201,PALIDOTOMIA POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014202,PALIDOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
014301,SUBTALAMOTOMIA POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
014401,LESION EN OTRAS ESTRUCTURAS SUBCORTICALES,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015100,ESCISION DE LESION CRANEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015101,RESECCION TUMOR OSEO POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015102,RESECCION TUMOR OSEO POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015103,ESCISION DE LESION CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015104,CORRECCION DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015200,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA ANTERIOR SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015201,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA ANTERIOR VIA CRANEOFACIAL ANTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015202,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA ANTERIOR VIA CRANEOFACIAL ANTEROLATERAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015203,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA ANTERIOR VIA ANTEROLATERAL Y RINOTOMIA LATERAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015204,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA ANTERIOR VIA TRANSZIGOMATICA Y TRANSPALATAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015205,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA ANTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015206,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA ENDONASAL (EXTENDIDA),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015300,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA MEDIA SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015301,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015302,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA POR ABORDAJE TRANSMAXILAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015303,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015304,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL Y OSTEOTOMIA ZIGOMATICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015305,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL EXTENDIDA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015306,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015307,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA PREAURICULAR INFRATENTORIAL Y CERVICOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015308,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015309,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA POR ORBITOTOMIA LATERAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015310,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015311,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL ENDOSCOPICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015312,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA MEDIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015313,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA ENDONASAL (EXTENDIDA),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015314,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA INFRATEMPORAL TRANSPTERIGOIDEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015400,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA POSTERIOR SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015401,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA EXTREMO LATERAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015402,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA FRONTO ORBITO ETMOIDAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015403,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA SUBTEMPORAL PREAURICULAR INFRATEMPORAL Y CERVICOTOMIA TRANSMANDIBULAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015404,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSORAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015405,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA MAXILOTOMIA EXTENDIDA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015406,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSLABERINTICA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015407,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSCOCLEAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015408,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA FOSA MEDIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015409,RESECCION DE TUMOR DE LA BASE DEL CRANEO FOSA POSTERIOR VIA SUBOCCIPITAL RETROMASTOIDEA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
015410,RESECCION DE TUMORES DE LA BASE DEL CRANEO FOSA POSTERIOR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015411,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA ENDONASAL (EXTENDIDA),SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015412,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSTUBERCULOYUGULAR O TRANSCONDILAR,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
015500,RESECCION DE TEJIDO CRANEAL SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015501,TOMA DE INJERTO OSEO DE CRANEO,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
015502,RESECCION DE TEJIDO CRANEAL,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
016100,RESECCION DE TUMORES EN MENINGES CEREBRALES SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
016101,RESECCION TUMOR DE MENINGE CEREBRAL POR CRANEOTOMIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
016102,RESECCION TUMOR DE MENINGE CEREBRAL POR CRANIECTOMIA CON DUROPLASTIA Y CRANEOPLASTIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
016103,RESECCION DE TUMORES EN MENINGES CEREBRALES,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
016200,RESECCION TUMORES DE LA HOZ SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
016201,RESECCION TUMOR DE LA HOZ POR CRANEOTOMIA Y PLASTIA,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,Z,,0,0
016202,RESECCION TUMORES DE LA HOZ,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,H,E,,0,0
016300,RESECCION TUMORES DEL TENTORIO SOD,SECCION 00 PROCEDIMIENTOS QUIRURGICOS,AP,S,1,1,S,Z,Z,Z,,0,0
